User ID	Product ID	Product Name	Brand	Category	Price	Rating	Color	Size
20	501	Sweater	Adidas	Kids' Fashion	41	4.322167156198151	Green	S
61	502	Dress	Zara	Kids' Fashion	33	4.987964320970842	Blue	M
84	503	Sweater	Adidas	Kids' Fashion	16	4.534499079292976	White	XL
70	504	Sweater	Zara	Men's Fashion	22	2.096109251633728	Black	XL
24	505	Dress	Zara	Women's Fashion	75	1.7297821493407022	Black	S
47	506	Shoes	Nike	Women's Fashion	51	3.983456227013783	Blue	M
37	507	T-shirt	Zara	Women's Fashion	85	4.056667234732924	White	XL
72	508	Dress	Gucci	Men's Fashion	25	4.459064432526452	Blue	M
95	509	Dress	Gucci	Men's Fashion	28	1.9577097618973367	Blue	L
9	510	Shoes	Nike	Men's Fashion	60	3.108177745483727	Green	L
52	511	Jeans	H&M	Kids' Fashion	78	2.93007161400505	Black	S
71	512	Shoes	Nike	Men's Fashion	92	2.362367850261077	Blue	S
7	513	Jeans	Zara	Men's Fashion	65	4.061790921507698	Green	M
27	514	Dress	Adidas	Kids' Fashion	47	3.432789513884916	White	M
1	515	Dress	Nike	Kids' Fashion	64	3.748936698427991	White	S
51	516	Shoes	Gucci	Women's Fashion	33	1.6041588640383084	Red	S
29	517	T-shirt	Gucci	Men's Fashion	74	2.8489694583537952	Blue	M
87	518	Sweater	Gucci	Men's Fashion	56	2.580412062121995	Yellow	S
28	519	Sweater	Adidas	Women's Fashion	29	3.475022400933677	Blue	XL
8	520	Dress	Zara	Men's Fashion	13	3.070483461986028	Red	L
90	521	T-shirt	Adidas	Men's Fashion	19	3.256780571680539	White	M
24	522	Sweater	Adidas	Men's Fashion	80	2.9390797234183057	Yellow	S
82	523	Sweater	Gucci	Women's Fashion	71	1.224769959497188	Black	S
51	524	T-shirt	Nike	Kids' Fashion	47	1.9344500176750348	Black	S
72	525	T-shirt	Adidas	Kids' Fashion	58	2.443379935979906	Blue	M
36	526	Jeans	Zara	Women's Fashion	70	2.9296883485274963	Red	L
12	527	T-shirt	Nike	Kids' Fashion	31	4.14779066270218	Yellow	M
98	528	Shoes	Zara	Men's Fashion	33	2.7147621741886026	Black	M
77	529	Shoes	Gucci	Women's Fashion	59	1.995143535362487	White	L
7	530	Shoes	Adidas	Kids' Fashion	71	3.3564104018035827	Black	M
50	531	Dress	H&M	Women's Fashion	45	2.8930977062148844	Green	L
32	532	Shoes	Zara	Men's Fashion	21	2.066029253582321	Blue	L
12	533	Shoes	Nike	Kids' Fashion	11	4.825169004349863	Green	S
40	534	Dress	Adidas	Kids' Fashion	94	4.508485512596069	Yellow	M
24	535	Jeans	Nike	Women's Fashion	87	1.204241994898244	Red	L
82	536	Dress	H&M	Kids' Fashion	18	3.3474610739217217	Yellow	S
41	537	Jeans	Nike	Men's Fashion	68	2.4059670706428222	Red	M
11	538	Dress	Nike	Men's Fashion	94	2.3695275455416125	Blue	M
26	539	T-shirt	Nike	Kids' Fashion	10	3.10162343410321	Blue	L
26	540	Jeans	H&M	Kids' Fashion	80	1.1656149909013949	Yellow	M
48	541	Jeans	Nike	Women's Fashion	17	2.136926727091897	Green	S
35	542	Dress	Adidas	Men's Fashion	92	4.022021188026615	Red	S
15	543	Jeans	Gucci	Men's Fashion	86	4.165312333327837	Yellow	M
54	544	T-shirt	Nike	Women's Fashion	77	3.556866321338189	Red	L
68	545	Shoes	Zara	Men's Fashion	82	2.004271238180019	Red	XL
6	546	Shoes	Zara	Women's Fashion	93	1.3562617808119044	Red	L
6	547	Sweater	H&M	Kids' Fashion	89	2.544323557095194	Yellow	XL
79	548	Sweater	Zara	Kids' Fashion	65	1.4929925625271236	Red	M
11	549	Dress	Zara	Women's Fashion	96	4.283951139983333	Blue	XL
57	550	T-shirt	Nike	Men's Fashion	69	2.9282577428168195	Yellow	L
49	551	Jeans	H&M	Women's Fashion	83	4.073676651771997	Blue	M
2	552	Sweater	Adidas	Kids' Fashion	50	4.480168912504218	Blue	M
10	553	Shoes	Adidas	Men's Fashion	90	1.1984941197654535	Green	XL
11	554	Sweater	Adidas	Men's Fashion	51	4.096963788638659	Blue	L
21	555	T-shirt	Adidas	Women's Fashion	67	3.936087108680365	Blue	L
26	556	T-shirt	H&M	Women's Fashion	39	2.600749075535833	Red	L
45	557	Shoes	Adidas	Women's Fashion	85	1.5020219983988097	Black	M
2	558	Jeans	Adidas	Women's Fashion	23	2.0266822697055797	Red	XL
6	559	Shoes	Gucci	Women's Fashion	10	4.233459275828356	Red	XL
31	560	Dress	Adidas	Women's Fashion	99	1.002064068673565	Red	XL
65	561	Shoes	Zara	Men's Fashion	96	3.968456344675378	Yellow	M
37	562	T-shirt	Zara	Kids' Fashion	29	4.440105990803638	Green	L
44	563	Shoes	Adidas	Men's Fashion	39	4.043087202994669	Blue	XL
70	564	Shoes	Adidas	Kids' Fashion	31	4.563265489529814	Blue	M
13	565	Sweater	Nike	Kids' Fashion	11	2.5928850494829168	White	L
100	566	Dress	Gucci	Kids' Fashion	80	4.024158908237746	White	M
27	567	Dress	Zara	Kids' Fashion	96	1.2067229460310762	Black	M
61	568	Sweater	Gucci	Kids' Fashion	20	3.492861270836571	Red	L
92	569	Dress	Nike	Kids' Fashion	55	4.239391099321933	Blue	XL
4	570	T-shirt	Adidas	Women's Fashion	54	1.452466381841047	Black	S
23	571	Jeans	Nike	Men's Fashion	23	2.6192183691043205	Red	M
17	572	Sweater	H&M	Men's Fashion	63	4.051564760911642	Blue	S
80	573	Shoes	Zara	Kids' Fashion	78	3.401509067928137	White	L
9	574	Jeans	Gucci	Women's Fashion	92	4.491894014291022	Black	L
99	575	T-shirt	H&M	Kids' Fashion	72	4.755480007672844	White	L
76	576	T-shirt	H&M	Women's Fashion	26	3.089887684926298	White	S
41	577	T-shirt	H&M	Women's Fashion	66	2.1606955120415234	White	M
65	578	Dress	Gucci	Women's Fashion	48	3.121693130994281	Green	L
26	579	Shoes	Gucci	Women's Fashion	57	4.985949918767776	White	XL
38	580	Shoes	Adidas	Men's Fashion	92	2.494203848358386	Green	S
65	581	Sweater	Zara	Men's Fashion	83	4.715188838618067	Red	L
24	582	Dress	Zara	Men's Fashion	70	2.2431035471118395	White	M
96	583	Dress	H&M	Kids' Fashion	64	4.454992310265407	Green	L
71	584	T-shirt	Gucci	Women's Fashion	17	2.63550072139775	Black	S
6	585	Jeans	Adidas	Women's Fashion	68	3.5916888409866767	Yellow	M
38	586	Sweater	Nike	Kids' Fashion	99	2.280076388926437	Yellow	M
41	587	T-shirt	Adidas	Women's Fashion	50	1.2529617272688585	Blue	XL
46	588	T-shirt	Gucci	Kids' Fashion	24	3.411287732023826	White	S
71	589	T-shirt	Adidas	Women's Fashion	99	1.0242497517145526	Red	L
56	590	T-shirt	Nike	Kids' Fashion	65	2.4293298390384206	Green	L
61	591	Jeans	Gucci	Women's Fashion	97	2.036236384768328	White	M
29	592	Jeans	Nike	Kids' Fashion	47	1.7590751533021205	Yellow	M
97	593	Sweater	H&M	Men's Fashion	89	3.1455191481223097	White	S
97	594	Sweater	Nike	Kids' Fashion	86	3.842198105236463	Yellow	S
53	595	T-shirt	Gucci	Women's Fashion	96	3.633088055124007	Blue	S
9	596	Dress	H&M	Women's Fashion	35	3.939543887889841	Black	L
95	597	Jeans	H&M	Men's Fashion	38	3.2439759020490424	Blue	M
79	598	Shoes	Gucci	Women's Fashion	77	1.4264405009787162	Yellow	XL
